,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
2020-06-05,0.0,,,23578.655208707234,30786178.17113632,7.173654977719014
2020-06-06,0.0,,,17344.925331561968,30792411.593118355,7.481550089394022
2020-06-07,0.0,,,12761.836198702214,30796994.37430247,7.7894988315836295
2020-06-08,0.0,,,9370.844459482189,30800385.05805423,8.097486289961608
2020-06-09,0.0,,,6890.025240949155,30802865.569255747,8.405503306712669
2020-06-10,0.0,,,5070.738771046408,30804684.547687158,8.713541801702654
2020-06-11,0.0,,,3723.375844167083,30806031.602560222,9.021595615023415
2020-06-12,0.0,,,2736.5489907666865,30807018.12134811,9.32966113034167
2020-06-13,0.0,,,2014.283012959278,30807740.079251815,9.637735231115593
2020-06-14,0.0,,,1479.3137383646776,30808274.740446232,9.945815408575507
2020-06-15,0.0,,,1086.8671411953746,30808666.8789586,10.253900209319541
2020-06-16,0.0,,,799.9887547667884,30808953.449256808,10.561988433699746
2020-06-17,0.0,,,587.9942974736242,30809165.135623448,10.87007908562917
