,Infected data,Recovered data,Death data,Susceptible,Infected,Recovered
2020-05-19,0.0,,,2866362.693809304,15.306186054200461,4.6421758668991675e-06
2020-05-20,0.0,,,2866362.2486976474,15.751297555586866,4.797463854833746e-06
2020-05-21,0.0,,,2866361.790645231,16.209349812203232,4.957266565513849e-06
2020-05-22,0.0,,,2866361.319281642,16.680713236820797,5.121713228410933e-06
2020-05-23,0.0,,,2866360.8342231135,17.165771596120877,5.290937732076209e-06
2020-05-24,0.0,,,2866360.335072525,17.66492201069483,5.465078624140646e-06
2020-05-25,0.0,,,2866359.821419401,18.178574955044084,5.644279111314965e-06
2020-05-26,0.0,,,2866359.292839914,18.70715425758012,5.828687059389639e-06
2020-05-27,0.0,,,2866358.7488968815,19.251097100624495,6.0184549932349015e-06
2020-05-28,0.0,,,2866358.189139766,19.810854020408804,6.213740096800736e-06
2020-05-29,0.0,,,2866357.6131046787,20.38688890707471,6.414704213116881e-06
2020-05-30,0.0,,,2866357.0203143745,20.979679004673947,6.621513844292831e-06
2020-05-31,0.0,,,2866356.410278255,21.589714911168297,6.834340151517836e-06
2020-06-01,0.0,,,2866355.7824923685,22.2175005784296,7.0533589550608944e-06
2020-06-02,0.0,,,2866355.1364394096,22.863553312239763,7.278750734270767e-06
2020-06-03,0.0,,,2866354.4715887173,23.52840377229075,7.510700627575964e-06
2020-06-04,0.0,,,2866353.7873962787,24.212595972184587,7.749398432484752e-06
2020-06-05,0.0,,,2866353.083304726,24.91668727943336,7.995038605585151e-06
2020-06-06,0.0,,,2866352.358743337,25.641248415459202,8.247820262544937e-06
